Route_id,x,y,z
6,1200,0,150
6,1125,0,150
7,675,0,300
7,600,0,300
7,525,0,300
7,450,0,300
7,375,0,300
7,300,0,300
7,225,0,300
7,150,0,300
7,75,0,300
7,0,0,300
7,0,0,225
7,0,0,150
7,0,0,75
7,0,0,0
7,75,0,0
7,150,0,0
7,225,0,0
7,300,0,0
7,375,0,0
7,450,0,0
7,525,0,0
7,600,0,0
7,675,0,0
7,750,0,0
7,825,0,0
7,900,0,0
7,975,0,0
7,1050,0,0
7,1125,0,0
7,1200,0,0
7,1275,0,0
7,1350,0,0
7,1350,0,75
7,1350,0,150
7,1350,0,225
7,1350,0,300
7,1275,0,300
7,1200,0,300
7,1125,0,300
9,1125,0,450
9,1050,0,450
9,975,0,450
9,900,0,450
9,900,0,375
9,900,0,300
9,825,0,300
9,750,0,300
9,675,0,300
9,600,0,300
9,525,0,300
9,450,0,300
9,375,0,300
9,300,0,300
9,225,0,300
9,150,0,300
9,75,0,300
9,0,0,300
9,0,0,375
9,0,0,450
9,0,0,525
9,0,0,600
9,75,0,600
9,150,0,600
9,225,0,600
9,300,0,600
9,375,0,600
9,450,0,600
9,525,0,600
9,600,0,600
9,675,0,600
9,750,0,600
9,825,0,600
9,900,0,600
9,975,0,600
9,1050,0,600
9,1125,0,600
13,1125,0,300
13,1050,0,300
13,975,0,300
13,900,0,300
13,825,0,300
13,750,0,300
13,675,0,300
13,600,0,300
13,525,0,300
13,450,0,300
13,450,0,225
13,450,0,150
13,450,0,75
13,450,0,0
13,525,0,0
13,600,0,0
13,675,0,0
13,600,0,0
13,525,0,0
13,450,0,0
13,375,0,0
13,300,0,0
13,225,0,0
13,300,0,0
13,375,0,0
13,450,0,0
13,525,0,0
13,600,0,0
13,675,0,0
13,750,0,0
13,825,0,0
13,900,0,0
13,975,0,0
13,1050,0,0
13,1125,0,0
13,1200,0,0
13,1275,0,0
13,1350,0,0
13,1350,0,75
13,1350,0,150
13,1350,0,225
13,1350,0,300
13,1275,0,300
13,1200,0,300
13,1125,0,300
16,225,0,300
16,150,0,300
16,75,0,300
16,0,0,300
16,0,0,375
16,0,0,450
16,0,0,525
16,0,0,600
16,75,0,600
16,150,0,600
16,225,0,600
16,300,0,600
16,375,0,600
16,450,0,600
16,525,0,600
16,600,0,600
16,675,0,600
16,750,0,600
16,825,0,600
16,900,0,600
16,975,0,600
16,1050,0,600
16,1125,0,600
16,1050,0,600
16,975,0,600
16,900,0,600
16,900,0,525
16,900,0,450
16,825,0,450
16,750,0,450
16,675,0,450
16,600,0,450
16,525,0,450
16,450,0,450
16,450,0,375
16,450,0,300
16,450,0,225
16,450,0,150
16,450,0,75
16,450,0,0
16,525,0,0
16,600,0,0
16,675,0,0
16,750,0,0
16,825,0,0
16,900,0,0
16,975,0,0
16,1050,0,0
16,1125,0,0
19,225,0,450
19,150,0,450
19,75,0,450
19,0,0,450
19,0,0,375
19,0,0,300
19,0,0,225
19,0,0,150
19,0,0,75
19,0,0,0
19,75,0,0
19,150,0,0
19,225,0,0
19,300,0,0
19,375,0,0
19,450,0,0
19,525,0,0
19,600,0,0
19,675,0,0
19,750,0,0
19,825,0,0
19,900,0,0
19,975,0,0
19,1050,0,0
19,1125,0,0
19,1200,0,0
19,1275,0,0
19,1350,0,0
19,1350,0,75
19,1350,0,150
19,1350,0,225
19,1350,0,300
19,1350,0,375
19,1350,0,450
19,1275,0,450
19,1200,0,450
19,1125,0,450
