Route_id,x,y,z
25,1275,0,150
25,1200,0,150
25,1125,0,150
26,225,0,150
26,150,0,150
26,75,0,150
26,0,0,150
26,0,0,75
26,0,0,0
26,75,0,0
26,150,0,0
26,225,0,0
26,300,0,0
26,375,0,0
26,450,0,0
26,525,0,0
26,600,0,0
26,675,0,0
26,750,0,0
26,825,0,0
26,900,0,0
26,975,0,0
26,1050,0,0
26,1125,0,0
26,1200,0,0
26,1275,0,0
26,1350,0,0
26,1350,0,75
26,1350,0,150
26,1350,0,225
26,1350,0,300
26,1275,0,300
26,1200,0,300
26,1125,0,300
26,1050,0,300
26,975,0,300
26,900,0,300
26,900,0,225
26,900,0,150
26,825,0,150
26,750,0,150
26,675,0,150
26,600,0,150
26,525,0,150
26,450,0,150
26,375,0,150
26,300,0,150
26,225,0,150
27,225,0,0
27,300,0,0
27,375,0,0
27,450,0,0
27,525,0,0
27,600,0,0
27,675,0,0
27,750,0,0
27,825,0,0
27,900,0,0
27,900,0,75
27,900,0,150
27,825,0,150
27,750,0,150
27,675,0,150
28,225,0,450
28,150,0,450
28,75,0,450
28,0,0,450
28,0,0,525
28,0,0,600
28,75,0,600
28,150,0,600
28,225,0,600
28,300,0,600
28,375,0,600
28,450,0,600
28,525,0,600
28,600,0,600
28,675,0,600
28,750,0,600
28,825,0,600
28,900,0,600
28,900,0,525
28,900,0,450
28,825,0,450
28,750,0,450
28,675,0,450
29,1125,0,0
29,1050,0,0
29,975,0,0
29,900,0,0
29,900,0,75
29,900,0,150
29,900,0,225
29,900,0,300
29,900,0,375
29,900,0,450
29,825,0,450
29,750,0,450
29,675,0,450
29,600,0,450
29,525,0,450
29,450,0,450
29,450,0,525
29,450,0,600
29,375,0,600
29,300,0,600
29,225,0,600
31,1125,0,150
31,1050,0,150
31,975,0,150
31,900,0,150
31,825,0,150
31,750,0,150
31,675,0,150
32,675,0,0
32,750,0,0
32,825,0,0
32,900,0,0
32,900,0,75
32,900,0,150
32,900,0,225
32,900,0,300
32,825,0,300
32,750,0,300
32,675,0,300
33,675,0,300
33,600,0,300
33,525,0,300
33,450,0,300
33,450,0,375
33,450,0,450
33,450,0,525
33,450,0,600
33,525,0,600
33,600,0,600
33,675,0,600
33,750,0,600
33,825,0,600
33,900,0,600
33,900,0,525
33,900,0,450
33,825,0,450
33,750,0,450
33,675,0,450
34,225,0,150
34,150,0,150
34,75,0,150
34,0,0,150
34,0,0,75
34,0,0,0
34,75,0,0
34,150,0,0
34,225,0,0
34,300,0,0
34,375,0,0
34,450,0,0
34,450,0,75
34,450,0,150
34,450,0,225
34,450,0,300
34,375,0,300
34,300,0,300
34,225,0,300
37,1125,0,450
37,1050,0,450
37,975,0,450
37,900,0,450
37,900,0,375
37,900,0,300
37,900,0,225
37,900,0,150
37,900,0,75
37,900,0,0
37,975,0,0
37,1050,0,0
37,1125,0,0
37,1200,0,0
37,1275,0,0
37,1350,0,0
37,1350,0,75
37,1350,0,150
37,1350,0,225
37,1350,0,300
37,1275,0,300
37,1200,0,300
37,1125,0,300
37,1050,0,300
37,975,0,300
37,900,0,300
37,900,0,375
37,900,0,450
37,900,0,525
37,900,0,600
37,975,0,600
37,1050,0,600
37,1125,0,600
39,1125,0,450
39,1050,0,450
39,975,0,450
39,900,0,450
39,825,0,450
