Route_id,x,y,z
35,900,0,450
35,900,0,525
35,900,0,600
35,975,0,600
35,1050,0,600
35,1125,0,600
36,225,0,450
36,150,0,450
36,75,0,450
36,0,0,450
36,0,0,525
36,0,0,600
36,75,0,600
36,150,0,600
36,225,0,600
36,300,0,600
36,375,0,600
36,450,0,600
36,525,0,600
36,600,0,600
36,675,0,600
36,750,0,600
36,825,0,600
36,900,0,600
36,900,0,525
36,900,0,450
36,900,0,375
36,900,0,300
36,900,0,225
36,900,0,150
36,825,0,150
36,750,0,150
36,675,0,150
36,600,0,150
36,525,0,150
36,450,0,150
36,450,0,225
36,450,0,300
36,450,0,375
36,450,0,450
36,450,0,525
36,450,0,600
36,525,0,600
36,600,0,600
36,675,0,600
36,750,0,600
36,825,0,600
36,900,0,600
36,900,0,525
36,900,0,450
36,900,0,375
36,900,0,300
36,825,0,300
36,750,0,300
36,675,0,300
36,600,0,300
36,525,0,300
36,450,0,300
36,375,0,300
36,300,0,300
36,225,0,300
37,1125,0,0
37,1050,0,0
37,975,0,0
37,900,0,0
37,825,0,0
37,750,0,0
37,675,0,0
37,600,0,0
37,525,0,0
37,450,0,0
37,450,0,75
37,450,0,150
37,375,0,150
37,300,0,150
37,225,0,150
37,150,0,150
37,75,0,150
37,0,0,150
37,0,0,75
37,0,0,0
37,75,0,0
37,150,0,0
37,225,0,0
37,300,0,0
37,375,0,0
37,450,0,0
37,525,0,0
37,600,0,0
37,675,0,0
37,750,0,0
37,825,0,0
37,900,0,0
37,975,0,0
37,1050,0,0
37,1125,0,0
37,1200,0,0
37,1275,0,0
37,1350,0,0
37,1350,0,75
37,1350,0,150
37,1275,0,150
37,1200,0,150
37,1125,0,150
37,1050,0,150
37,975,0,150
37,900,0,150
37,900,0,225
37,900,0,300
37,900,0,375
37,900,0,450
37,900,0,525
37,900,0,600
37,975,0,600
37,1050,0,600
37,1125,0,600
42,675,0,150
42,600,0,150
42,525,0,150
42,450,0,150
42,450,0,75
42,450,0,0
42,375,0,0
42,300,0,0
42,225,0,0
44,225,0,600
44,300,0,600
44,375,0,600
44,450,0,600
44,525,0,600
44,600,0,600
44,675,0,600
44,750,0,600
44,825,0,600
44,900,0,600
44,900,0,525
44,900,0,450
44,900,0,375
44,900,0,300
44,900,0,225
44,900,0,150
44,900,0,75
44,900,0,0
44,975,0,0
44,1050,0,0
44,1125,0,0
46,1125,0,600
46,1050,0,600
46,975,0,600
46,900,0,600
46,900,0,525
46,900,0,450
46,900,0,375
46,900,0,300
46,900,0,225
46,900,0,150
46,825,0,150
46,750,0,150
46,675,0,150
46,600,0,150
46,525,0,150
46,450,0,150
46,450,0,225
46,450,0,300
46,450,0,375
46,450,0,450
46,450,0,525
46,450,0,600
46,525,0,600
46,600,0,600
46,675,0,600
46,750,0,600
46,825,0,600
46,900,0,600
46,975,0,600
46,1050,0,600
46,1125,0,600
48,225,0,300
48,150,0,300
48,75,0,300
48,0,0,300
48,0,0,225
48,0,0,150
48,0,0,75
48,0,0,0
48,75,0,0
48,150,0,0
48,225,0,0
48,300,0,0
48,375,0,0
48,450,0,0
48,525,0,0
48,600,0,0
48,675,0,0
48,750,0,0
48,825,0,0
48,900,0,0
48,975,0,0
48,1050,0,0
48,1125,0,0
48,1200,0,0
48,1275,0,0
48,1350,0,0
48,1350,0,75
48,1350,0,150
48,1275,0,150
48,1200,0,150
48,1125,0,150
48,1050,0,150
48,975,0,150
48,900,0,150
48,825,0,150
48,750,0,150
48,675,0,150
48,600,0,150
48,525,0,150
48,450,0,150
48,450,0,225
48,450,0,300
48,375,0,300
48,300,0,300
48,225,0,300
