Truck_id, Route_id, Origin, Destination, Total Time, Arrival Time,,,,,
Truck-0,Route-0,(675.0 0.0 300.0),(675.0 0.0 600.0),49.821,0,33.198,,,,
Truck-7,Route-7,(225.0 0.0 300.0),(1125.0 0.0 300.0),147.158,13.741,121.76,,,,
Truck-9,Route-9,(1125.0 0.0 450.0),(1125.0 0.0 600.0),161.242,0,30.478,15.547,87.575,,
Truck-3,Route-3,(225.0 0.0 600.0),(1125.0 0.0 150.0),181.202,0,42.379,2.496,108.698,,
Truck-6,Route-6,(225.0 0.0 150.0),(1125.0 0.0 150.0),222.567,0,41.648,2.499,81.757,2.503,55.497
Truck-19,Route-19,(225.0 0.0 450.0),(1125.0 0.0 450.0),257.752,0,128.034,2.498,98.906,,
Truck-10,Route-10,(675.0 0.0 0.0),(1125.0 0.0 0.0),30.189,0,13.638
Truck-13,Route-13,(1125.0 0.0 600.0),(1125.0 0.0 450.0),35.799,0,19.248
Truck-9,Route-9,(675.0 0.0 150.0),(225.0 0.0 150.0),36.21,0,19.658
Truck-14,Route-14,(675.0 0.0 150.0),(225.0 0.0 0.0),41.172,0,30.158
Truck-1,Route-1,(675.0 0.0 300.0),(225.0 0.0 600.0),57.744,13.699,32.986
Truck-0,Route-0,(675.0 0.0 600.0),(675.0 0.0 0.0),58.743,0,42.185
Truck-6,Route-6,(225.0 0.0 600.0),(675.0 0.0 0.0),65.629,0,49.067
Truck-17,Route-17,(1125.0 0.0 150.0),(1125.0 0.0 450.0),71.853,0,55.297
Truck-2,Route-2,(675.0 0.0 300.0),(1125.0 0.0 0.0),72.095,15.101,45.967
Truck-19,Route-19,(225.0 0.0 300.0),(675.0 0.0 450.0),80.413,0,63.85
Truck-5,Route-5,(225.0 0.0 150.0),(1125.0 0.0 600.0),102.549,0,85.978
Truck-11,Route-11,(225.0 0.0 300.0),(1125.0 0.0 150.0),116.301,31.91,73.383
Truck-15,Route-15,(225.0 0.0 600.0),(675.0 0.0 0.0),142.863,0,60.686,2.506,57.613
Truck-8,Route-8,(225.0 0.0 150.0),(225.0 0.0 600.0),200.456,0,131.608,2.502,44.282
Truck-7,Route-7,(1125.0 0.0 450.0),(225.0 0.0 0.0),214.367,0,197.811
Truck-4,Route-4,(225.0 0.0 300.0),(225.0 0.0 150.0),229.444,30.618,78.567,2.502,95.697
Truck-12,Route-12,(675.0 0.0 300.0),(675.0 0.0 0.0),242.13,16.611,214.509
Truck-10,Route-10,(675.0 0.0 0.0),(1125.0 0.0 0.0),61.586,0,28.038
Truck-13,Route-13,(1125.0 0.0 600.0),(1125.0 0.0 450.0),72.863,0,39.315
Truck-9,Route-9,(675.0 0.0 150.0),(225.0 0.0 150.0),76.774,0,42.775
Truck-10,Route-10,(675.0 0.0 0.0),(1125.0 0.0 0.0),60.023,0,26.939
Truck-13,Route-13,(1125.0 0.0 600.0),(1125.0 0.0 450.0),68.986,0,35.9
Truck-9,Route-9,(675.0 0.0 150.0),(225.0 0.0 150.0),72.338,0,39.259
Truck-14,Route-14,(675.0 0.0 150.0),(225.0 0.0 0.0),82.857,0,60.833
Truck-1,Route-1,(675.0 0.0 300.0),(225.0 0.0 600.0),114.458,28.953,63.49
Truck-0,Route-0,(675.0 0.0 600.0),(675.0 0.0 0.0),114.786,0,81.702
Truck-17,Route-17,(1125.0 0.0 150.0),(1125.0 0.0 450.0),135.92,0,102.839
Truck-6,Route-6,(225.0 0.0 600.0),(675.0 0.0 0.0),137.282,0,104.198
Truck-12,Route-12,(675.0 0.0 300.0),(675.0 0.0 0.0),140.122,34.732,83.372
Truck-7,Route-7,(1125.0 0.0 450.0),(225.0 0.0 0.0),145.202,0,112.12
Truck-2,Route-2,(675.0 0.0 300.0),(1125.0 0.0 0.0),150.453,31.73,96.706
Truck-5,Route-5,(225.0 0.0 150.0),(1125.0 0.0 600.0),154.049,0,120.966
Truck-19,Route-19,(225.0 0.0 300.0),(675.0 0.0 450.0),160.48,0,127.399
Truck-15,Route-15,(225.0 0.0 600.0),(675.0 0.0 0.0),196.545,0,65.529,4.997,81.945
Truck-8,Route-8,(225.0 0.0 150.0),(225.0 0.0 600.0),202.12,0,114.767,5.005,38.28
Truck-11,Route-11,(225.0 0.0 300.0),(1125.0 0.0 150.0),219.58,63.816,133.741
